,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
1090,Donald Trump,All polls,10/26/2018,10/29/2017,10/31/2017,YouGov,B,1500.0,a,0.9116957,0.0,40.0,52.0,40.98506,54.46565,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4eegg8ofj2/econTabReport.pdf,50404,79511,11/1/2017,09:39:46 26 Oct 2018,736633.0
1091,Donald Trump,All polls,10/26/2018,10/28/2017,11/1/2017,Ipsos,B+,1593.0,a,0.1524296,0.0,36.2,60.6,36.658,59.33158,,T,http://polling.reuters.com/#poll/CP3_2/,50414,79528,11/3/2017,09:39:46 26 Oct 2018,736634.0
1092,Donald Trump,All polls,10/26/2018,10/29/2017,10/31/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13450150000000002,0.0,43.0,55.0,37.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50402,79509,11/1/2017,09:39:46 26 Oct 2018,736633.0
1093,Donald Trump,All polls,10/26/2018,10/29/2017,10/31/2017,Gallup,B,1500.0,a,0.1472195,0.0,35.0,61.0,36.03185,59.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50403,79510,11/1/2017,09:39:46 26 Oct 2018,736633.0
1094,Donald Trump,All polls,10/26/2018,10/29/2017,11/2/2017,Ipsos,B+,1910.0,a,0.18374000000000001,0.0,35.0,61.2,35.458,59.93159,,T,http://polling.reuters.com/#poll/CP3_2/,50413,79527,11/3/2017,09:39:46 26 Oct 2018,736635.0
1095,Donald Trump,All polls,10/26/2018,10/29/2017,11/1/2017,ABC News/Washington Post,A+,1005.0,a,2.029499,0.0,37.0,59.0,37.801829999999995,57.43196,,,https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2017/11/05/National-Politics/Polling/question_19571.xml?uuid=znsJGsHdEeeSlHBfgBZPbg,50419,79533,11/5/2017,09:39:46 26 Oct 2018,736634.0
1096,Donald Trump,All polls,10/26/2018,10/30/2017,11/1/2017,Gallup,B,1500.0,a,0.1472414,0.0,38.0,58.0,39.03185,56.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50408,79518,11/2/2017,09:39:46 26 Oct 2018,736634.0
1097,Donald Trump,All polls,10/26/2018,10/30/2017,11/1/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13480079999999997,0.0,43.0,56.0,37.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50407,79517,11/2/2017,09:39:46 26 Oct 2018,736634.0
1098,Donald Trump,All polls,10/26/2018,10/31/2017,11/2/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13495379999999998,0.0,43.0,55.0,37.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50411,79522,11/3/2017,09:39:46 26 Oct 2018,736635.0
1099,Donald Trump,All polls,10/26/2018,10/31/2017,11/1/2017,Lucid,B-,1315.0,a,0.676218,0.0,36.99,52.43,38.717040000000004,55.04234,,,https://docs.google.com/spreadsheets/d/1U7wyMjIKtNizDM3YR0wtsR4sL_1NQAqW75h_1d8vEJE/edit#gid=729662399,50416,79530,11/3/2017,09:39:46 26 Oct 2018,736634.0
1100,Donald Trump,All polls,10/26/2018,10/30/2017,11/3/2017,Ipsos,B+,1858.0,a,0.179733,0.0,36.4,60.2,36.85801,58.93159,,T,http://polling.reuters.com/#poll/CP3_2/,50429,79556,11/7/2017,09:39:46 26 Oct 2018,736636.0
1101,Donald Trump,All polls,10/26/2018,10/31/2017,11/2/2017,Gallup,B,1500.0,a,0.1472634,0.0,39.0,57.0,40.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50412,79523,11/3/2017,09:39:46 26 Oct 2018,736635.0
1102,Donald Trump,All polls,10/26/2018,10/31/2017,11/4/2017,Ipsos,B+,1818.0,a,0.1768533,0.0,35.0,60.7,35.458,59.43159,,T,http://polling.reuters.com/#poll/CP3_2/,50428,79555,11/7/2017,09:39:46 26 Oct 2018,736637.0
1103,Donald Trump,All polls,10/26/2018,11/1/2017,11/3/2017,Gallup,B,1500.0,a,0.14737170000000002,0.0,39.0,56.0,40.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50417,79531,11/4/2017,09:39:46 26 Oct 2018,736636.0
1104,Donald Trump,All polls,10/26/2018,11/1/2017,11/5/2017,Ipsos,B+,1769.0,a,0.1730182,0.0,35.8,59.4,36.258,58.13159,,T,http://polling.reuters.com/#poll/CP3_2/,50427,79554,11/7/2017,09:39:46 26 Oct 2018,736638.0
1105,Donald Trump,All polls,10/26/2018,11/2/2017,11/4/2017,Gallup,B,1500.0,a,0.1475021,0.0,37.0,57.0,38.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50418,79532,11/5/2017,09:39:46 26 Oct 2018,736637.0
1106,Donald Trump,All polls,10/26/2018,11/1/2017,11/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0810492,0.0,44.0,55.0,38.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50420,79535,11/6/2017,09:39:46 26 Oct 2018,736638.0
1107,Donald Trump,All polls,10/26/2018,11/3/2017,11/5/2017,Gallup,B,1500.0,a,0.14758949999999998,0.0,37.0,57.0,38.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50421,79536,11/6/2017,09:39:46 26 Oct 2018,736638.0
1108,Donald Trump,All polls,10/26/2018,11/2/2017,11/5/2017,CNN/SSRS,A-,1021.0,a,1.6044530000000001,0.0,36.0,58.0,36.84162,57.173030000000004,,,http://cdn.cnn.com/cnn/2017/images/11/06/rel11a.-.trump.and.russia.pdf,50422,79538,11/6/2017,09:39:46 26 Oct 2018,736638.0
1109,Donald Trump,All polls,10/26/2018,11/2/2017,11/6/2017,Morning Consult,B-,1990.0,rv,0.7090420000000001,0.0,44.0,51.0,40.96395,53.15501999999999,,,https://morningconsult.com/wp-content/uploads/2017/11/171102_crosstabs_POLITICO_v1_AP.pdf,50438,79580,11/9/2017,09:39:46 26 Oct 2018,736639.0
1110,Donald Trump,All polls,10/26/2018,11/2/2017,11/6/2017,Ipsos,B+,1860.0,a,0.1828881,0.0,35.9,59.1,36.35801,57.83158,,T,http://polling.reuters.com/#poll/CP3_2/,50426,79553,11/7/2017,09:39:46 26 Oct 2018,736639.0
1111,Donald Trump,All polls,10/26/2018,11/2/2017,11/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2417748,0.0,43.0,56.0,37.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50424,79547,11/7/2017,09:39:46 26 Oct 2018,736639.0
1112,Donald Trump,All polls,10/26/2018,11/3/2017,11/7/2017,Ipsos,B+,1573.0,a,0.15556729999999996,0.0,34.8,59.8,35.258,58.53159,,T,http://polling.reuters.com/#poll/CP3_2/,50436,79575,11/9/2017,09:39:46 26 Oct 2018,736640.0
1113,Donald Trump,All polls,10/26/2018,11/2/2017,11/8/2017,SurveyMonkey,D-,19325.0,a,0.3742736,0.0,41.0,57.0,38.68448,55.73281,,,https://drive.google.com/file/d/1WWm657sxdflHRu0GG6bmb1aR8s7k6WYN/view,50437,79578,11/9/2017,09:39:46 26 Oct 2018,736641.0
1114,Donald Trump,All polls,10/26/2018,11/2/2017,11/8/2017,icitizen,,2721.0,a,0.8328804,0.0,37.0,62.0,38.74628,56.048880000000004,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50952,80593,2/28/2018,09:39:46 26 Oct 2018,736641.0
1115,Donald Trump,All polls,10/26/2018,11/4/2017,11/6/2017,Gallup,B,1500.0,a,0.1476771,0.0,37.0,57.0,38.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50425,79548,11/7/2017,09:39:46 26 Oct 2018,736639.0
1116,Donald Trump,All polls,10/26/2018,11/5/2017,11/7/2017,YouGov,B,1500.0,a,0.9116957,0.0,37.0,54.0,37.98506,56.46565,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k4rl5ynp42/econTabReport.pdf,50432,79567,11/8/2017,09:39:46 26 Oct 2018,736640.0
1117,Donald Trump,All polls,10/26/2018,11/5/2017,11/7/2017,Gallup,B,1500.0,a,0.14776489999999998,0.0,38.0,55.0,39.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50431,79566,11/8/2017,09:39:46 26 Oct 2018,736640.0
1118,Donald Trump,All polls,10/26/2018,11/4/2017,11/8/2017,Ipsos,B+,1608.0,a,0.15988239999999998,0.0,35.6,59.2,36.058,57.93159,,T,http://polling.reuters.com/#poll/CP3_2/,50435,79574,11/9/2017,09:39:46 26 Oct 2018,736641.0
1119,Donald Trump,All polls,10/26/2018,11/5/2017,11/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1341937,0.0,42.0,57.0,36.67122,57.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50430,79565,11/8/2017,09:39:46 26 Oct 2018,736640.0
1120,Donald Trump,All polls,10/26/2018,11/6/2017,11/8/2017,Gallup,B,1500.0,a,0.14785299999999998,0.0,37.0,57.0,38.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50434,79573,11/9/2017,09:39:46 26 Oct 2018,736641.0
1121,Donald Trump,All polls,10/26/2018,11/1/2017,11/13/2017,Cards Against Humanity/Survey Sampling International,,800.0,a,0.9397443000000001,0.0,36.0,46.0,37.084509999999995,48.67889,,,https://thepulseofthenation.com/downloads/201711-CAH_PulseOfTheNation_Crosstabs.pdf,50766,80170,1/8/2018,09:39:46 26 Oct 2018,736646.0
1122,Donald Trump,All polls,10/26/2018,11/5/2017,11/9/2017,Ipsos,B+,1644.0,a,0.1642969,0.0,36.3,58.8,36.758,57.53159,,T,http://polling.reuters.com/#poll/CP3_2/,50452,79604,11/14/2017,09:39:46 26 Oct 2018,736642.0
1123,Donald Trump,All polls,10/26/2018,11/6/2017,11/8/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346987,0.0,43.0,56.0,37.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50433,79572,11/9/2017,09:39:46 26 Oct 2018,736641.0
1124,Donald Trump,All polls,10/26/2018,11/7/2017,11/9/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13495379999999998,0.0,44.0,55.0,38.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50439,79586,11/10/2017,09:39:46 26 Oct 2018,736642.0
1125,Donald Trump,All polls,10/26/2018,11/6/2017,11/10/2017,Ipsos,B+,1648.0,a,0.1655264,0.0,34.9,60.8,35.35801,59.53159,,T,http://polling.reuters.com/#poll/CP3_2/,50451,79603,11/14/2017,09:39:46 26 Oct 2018,736643.0
1126,Donald Trump,All polls,10/26/2018,11/7/2017,11/9/2017,Gallup,B,1500.0,a,0.14794129999999997,0.0,37.0,58.0,38.03185,56.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50440,79587,11/10/2017,09:39:46 26 Oct 2018,736642.0
1127,Donald Trump,All polls,10/26/2018,11/6/2017,11/9/2017,Marist College,A,1074.0,a,1.7822799999999999,0.0,39.0,53.0,40.05761,54.019009999999994,,,http://maristpoll.marist.edu/wp-content/misc/usapolls/us171106_HBO/Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_November%202017.pdf#page=3,50455,79618,11/14/2017,09:39:46 26 Oct 2018,736642.0
1128,Donald Trump,All polls,10/26/2018,11/7/2017,11/8/2017,Lucid,B-,1274.0,a,0.6700951999999999,0.0,38.32,46.91,40.04704,49.52234,,,https://docs.google.com/spreadsheets/d/1UxvHHdflg9W61kPAiGXGMCsDFiFh-lquT_uycLf7u40/edit#gid=472997518,50441,79588,11/10/2017,09:39:46 26 Oct 2018,736641.0
1129,Donald Trump,All polls,10/26/2018,11/7/2017,11/11/2017,Ipsos,B+,1580.0,a,0.1594924,0.0,35.5,60.2,35.958,58.93159,,T,http://polling.reuters.com/#poll/CP3_2/,50450,79602,11/14/2017,09:39:46 26 Oct 2018,736644.0
1130,Donald Trump,All polls,10/26/2018,11/8/2017,11/10/2017,Gallup,B,1500.0,a,0.1480298,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50442,79589,11/11/2017,09:39:46 26 Oct 2018,736643.0
1131,Donald Trump,All polls,10/26/2018,11/8/2017,11/12/2017,Ipsos,B+,1533.0,a,0.1554655,0.0,37.5,58.0,37.958,56.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,50449,79601,11/14/2017,09:39:46 26 Oct 2018,736645.0
1132,Donald Trump,All polls,10/26/2018,11/7/2017,11/13/2017,Quinnipiac University,A-,1577.0,rv,1.800343,0.0,35.0,58.0,36.72704,56.528909999999996,,,https://poll.qu.edu/images/polling/us/us11142017_uqr553.pdf/,50454,79616,11/14/2017,09:39:46 26 Oct 2018,736646.0
1133,Donald Trump,All polls,10/26/2018,11/9/2017,11/11/2017,Morning Consult,B-,1993.0,rv,0.7067068,0.0,42.0,52.0,38.96395,54.15501999999999,,,https://morningconsult.com/wp-content/uploads/2017/11/171104_crosstabs_POLITICO_CUSTOM_v1_DK-1.pdf,50447,79594,11/14/2017,09:39:46 26 Oct 2018,736644.0
1134,Donald Trump,All polls,10/26/2018,11/8/2017,11/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0803325,0.0,46.0,53.0,40.67122,53.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50444,79591,11/13/2017,09:39:46 26 Oct 2018,736645.0
1135,Donald Trump,All polls,10/26/2018,11/9/2017,11/11/2017,Gallup,B,1500.0,a,0.14811860000000002,0.0,39.0,55.0,40.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50443,79590,11/12/2017,09:39:46 26 Oct 2018,736644.0
1136,Donald Trump,All polls,10/26/2018,11/9/2017,11/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.23864339999999998,0.0,44.0,54.0,38.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50446,79593,11/14/2017,09:39:46 26 Oct 2018,736646.0
1137,Donald Trump,All polls,10/26/2018,11/9/2017,11/13/2017,McLaughlin & Associates,C-,1000.0,lv,0.8487353000000001,0.0,44.0,53.0,39.9564,54.8624,,,http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50462,79630,11/16/2017,09:39:46 26 Oct 2018,736646.0
1138,Donald Trump,All polls,10/26/2018,11/8/2017,11/13/2017,Kaiser Family Foundation,,1201.0,a,1.640784,0.0,40.0,56.0,40.722840000000005,54.3086,,,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-November-2017,50459,79627,11/15/2017,09:39:46 26 Oct 2018,736646.0
1139,Donald Trump,All polls,10/26/2018,11/9/2017,11/13/2017,Ipsos,B+,1536.0,a,0.1564259,0.0,36.8,58.2,37.258,56.93159,,T,http://polling.reuters.com/#poll/CP3_2/,50448,79600,11/14/2017,09:39:46 26 Oct 2018,736646.0
1140,Donald Trump,All polls,10/26/2018,11/10/2017,11/12/2017,Gallup,B,1500.0,a,0.1482076,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50445,79592,11/13/2017,09:39:46 26 Oct 2018,736645.0
1141,Donald Trump,All polls,10/26/2018,11/9/2017,11/15/2017,SurveyMonkey,D-,10611.0,a,0.277834,0.0,41.0,57.0,38.68448,55.73281,,,https://drive.google.com/file/d/1whpg3cEPGBlAALceFrrnvDPR9ZgmwU9k/view,50470,79644,11/16/2017,09:39:46 26 Oct 2018,736648.0
1142,Donald Trump,All polls,10/26/2018,11/11/2017,11/13/2017,Gallup,B,1500.0,a,0.148794,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50453,79605,11/14/2017,09:39:46 26 Oct 2018,736646.0
1143,Donald Trump,All polls,10/26/2018,11/10/2017,11/14/2017,Ipsos,B+,1525.0,a,0.15579160000000003,0.0,37.4,58.6,37.85801,57.33158,,T,http://polling.reuters.com/#poll/CP3_2/,50482,79662,11/17/2017,09:39:46 26 Oct 2018,736647.0
1144,Donald Trump,All polls,10/26/2018,11/12/2017,11/14/2017,Gallup,B,1500.0,a,0.1495144,0.0,37.0,57.0,38.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50457,79622,11/15/2017,09:39:46 26 Oct 2018,736647.0
1145,Donald Trump,All polls,10/26/2018,11/11/2017,11/14/2017,Harris Interactive,C+,2350.0,rv,1.31542,0.0,41.0,59.0,37.2764,58.36305,,,http://harvardharrispoll.com/wp-content/uploads/2017/10/HCAPS-October_Topline-Memo_No-banners_Registered-Voters_Current-Events.pdf,50485,79665,11/19/2017,09:39:46 26 Oct 2018,736647.0
1146,Donald Trump,All polls,10/26/2018,11/11/2017,11/15/2017,Ipsos,B+,1565.0,a,0.160202,0.0,38.0,57.1,38.458,55.83158,,T,http://polling.reuters.com/#poll/CP3_2/,50481,79661,11/17/2017,09:39:46 26 Oct 2018,736648.0
1147,Donald Trump,All polls,10/26/2018,11/12/2017,11/14/2017,YouGov,B,1500.0,a,0.9116957,0.0,34.0,55.0,34.98506,57.46565,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pv5v29parb/econTabReport.pdf,50458,79625,11/15/2017,09:39:46 26 Oct 2018,736647.0
1148,Donald Trump,All polls,10/26/2018,11/12/2017,11/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13246,0.0,45.0,53.0,39.67122,53.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50456,79621,11/15/2017,09:39:46 26 Oct 2018,736647.0
1149,Donald Trump,All polls,10/26/2018,11/13/2017,11/15/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1329409,0.0,41.0,57.0,35.67122,57.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50460,79628,11/16/2017,09:39:46 26 Oct 2018,736648.0
1150,Donald Trump,All polls,10/26/2018,11/13/2017,11/15/2017,Marist College,A,1019.0,a,1.693432,0.0,39.0,55.0,40.05761,56.019009999999994,,,http://maristpoll.marist.edu/wp-content/misc/usapolls/us171112_PBS/NPR_PBS%20NewsHour_Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_Civility%20and%20Politics_November%202017.pdf,50490,79678,11/21/2017,09:39:46 26 Oct 2018,736648.0
1151,Donald Trump,All polls,10/26/2018,11/13/2017,11/15/2017,Gallup,B,1500.0,a,0.1499878,0.0,37.0,57.0,38.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50461,79629,11/16/2017,09:39:46 26 Oct 2018,736648.0
1152,Donald Trump,All polls,10/26/2018,11/12/2017,11/16/2017,Ipsos,B+,1629.0,a,0.16693840000000001,0.0,37.8,57.2,38.258,55.93159,,T,http://polling.reuters.com/#poll/CP3_2/,50480,79660,11/17/2017,09:39:46 26 Oct 2018,736649.0
1153,Donald Trump,All polls,10/26/2018,11/14/2017,11/15/2017,Lucid,B-,1208.0,a,0.6586376,0.0,35.24,50.85,36.967040000000004,53.462340000000005,,,https://docs.google.com/spreadsheets/d/1JXfA9Mt1no6nQhbeI3QnRANxz_AJ2RMnkXAe0HWysOI/edit#gid=391041400,50472,79647,11/17/2017,09:39:46 26 Oct 2018,736648.0
1154,Donald Trump,All polls,10/26/2018,11/14/2017,11/16/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13318370000000002,0.0,42.0,56.0,36.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50471,79646,11/17/2017,09:39:46 26 Oct 2018,736649.0
1155,Donald Trump,All polls,10/26/2018,11/13/2017,11/17/2017,Ipsos,B+,1666.0,a,0.1707659,0.0,37.4,57.6,37.85801,56.33158,,T,http://polling.reuters.com/#poll/CP3_2/,50498,79692,11/21/2017,09:39:46 26 Oct 2018,736650.0
1156,Donald Trump,All polls,10/26/2018,11/14/2017,11/16/2017,Gallup,B,1500.0,a,0.15046529999999997,0.0,37.0,56.0,38.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50479,79656,11/17/2017,09:39:46 26 Oct 2018,736649.0
1157,Donald Trump,All polls,10/26/2018,11/14/2017,11/18/2017,Ipsos,B+,1601.0,a,0.16397920000000002,0.0,37.7,57.6,38.158,56.33158,,T,http://polling.reuters.com/#poll/CP3_2/,50497,79691,11/21/2017,09:39:46 26 Oct 2018,736651.0
1158,Donald Trump,All polls,10/26/2018,11/15/2017,11/17/2017,Gallup,B,1500.0,a,0.1509471,0.0,39.0,56.0,40.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50483,79663,11/18/2017,09:39:46 26 Oct 2018,736650.0
1159,Donald Trump,All polls,10/26/2018,11/15/2017,11/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0799834,0.0,41.0,57.0,35.67122,57.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50486,79666,11/20/2017,09:39:46 26 Oct 2018,736652.0
1160,Donald Trump,All polls,10/26/2018,11/16/2017,11/18/2017,Gallup,B,1500.0,a,0.15143320000000002,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50484,79664,11/19/2017,09:39:46 26 Oct 2018,736651.0
1161,Donald Trump,All polls,10/26/2018,11/15/2017,11/19/2017,Ipsos,B+,1588.0,a,0.162415,0.0,37.4,57.2,37.85801,55.93159,,T,http://polling.reuters.com/#poll/CP3_2/,50496,79690,11/21/2017,09:39:46 26 Oct 2018,736652.0
1162,Donald Trump,All polls,10/26/2018,11/16/2017,11/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.23864339999999998,0.0,43.0,56.0,37.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50489,79677,11/21/2017,09:39:46 26 Oct 2018,736653.0
1163,Donald Trump,All polls,10/26/2018,11/17/2017,11/19/2017,Gallup,B,1500.0,a,0.1519237,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50487,79667,11/20/2017,09:39:46 26 Oct 2018,736652.0
1164,Donald Trump,All polls,10/26/2018,11/15/2017,11/20/2017,Quinnipiac University,A-,1415.0,rv,1.529379,0.0,38.0,55.0,39.72704,53.528909999999996,,,https://poll.qu.edu/images/polling/us/us11212017_uyt067.pdf/,50494,79684,11/21/2017,09:39:46 26 Oct 2018,736653.0
1165,Donald Trump,All polls,10/26/2018,11/16/2017,11/19/2017,Morning Consult,B-,2586.0,rv,0.8618799000000001,0.0,44.0,50.0,40.96395,52.15502,,,https://morningconsult.com/wp-content/uploads/2017/11/171109_topline_Politico_v1_AP-2.pdf,50499,79693,11/22/2017,09:39:46 26 Oct 2018,736652.0
1166,Donald Trump,All polls,10/26/2018,11/16/2017,11/20/2017,Ipsos,B+,1562.0,a,0.1594169,0.0,36.6,59.0,37.058,57.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,50495,79689,11/21/2017,09:39:46 26 Oct 2018,736653.0
1167,Donald Trump,All polls,10/26/2018,11/16/2017,11/22/2017,icitizen,,3241.0,a,1.139143,0.0,38.0,62.0,39.74628,56.048880000000004,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50951,80592,2/28/2018,09:39:46 26 Oct 2018,736655.0
1168,Donald Trump,All polls,10/26/2018,11/17/2017,11/21/2017,Ipsos,B+,1492.0,a,0.15181979999999998,0.0,36.5,58.6,36.958,57.33158,,T,http://polling.reuters.com/#poll/CP3_2/,50513,79721,11/28/2017,09:39:46 26 Oct 2018,736654.0
1169,Donald Trump,All polls,10/26/2018,11/18/2017,11/20/2017,Gallup,B,1500.0,a,0.15241860000000002,0.0,36.0,57.0,37.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50493,79683,11/21/2017,09:39:46 26 Oct 2018,736653.0
1170,Donald Trump,All polls,10/26/2018,11/17/2017,11/20/2017,American Research Group,C+,1100.0,a,1.148289,0.0,35.0,61.0,37.0898,58.37186,,,http://americanresearchgroup.com/economy/,50491,79681,11/21/2017,09:39:46 26 Oct 2018,736653.0
1171,Donald Trump,All polls,10/26/2018,11/19/2017,11/21/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.39717620000000003,0.0,44.0,54.0,38.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50500,79695,11/22/2017,09:39:46 26 Oct 2018,736654.0
1172,Donald Trump,All polls,10/26/2018,11/19/2017,11/21/2017,YouGov,B,1500.0,a,0.9116957,0.0,37.0,54.0,37.98506,56.46565,,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g5yvmbyxrd/econTabReport.pdf,50501,79696,11/22/2017,09:39:46 26 Oct 2018,736654.0
1173,Donald Trump,All polls,10/26/2018,11/18/2017,11/22/2017,Ipsos,B+,1506.0,a,0.1526732,0.0,36.4,59.0,36.85801,57.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,50512,79720,11/28/2017,09:39:46 26 Oct 2018,736655.0
1174,Donald Trump,All polls,10/26/2018,11/19/2017,11/21/2017,Gallup,B,1500.0,a,0.152918,0.0,38.0,55.0,39.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50503,79708,11/22/2017,09:39:46 26 Oct 2018,736654.0
1175,Donald Trump,All polls,10/26/2018,11/21/2017,11/21/2017,Lucid,B-,985.0,a,0.5852175000000001,0.0,37.57,49.66,39.29704,52.27234,,,https://docs.google.com/spreadsheets/d/1clCXnZwV2QsCfxo5oAOrP2s5ahcydPwfmWCwwcSLA38/edit#gid=2018165107,50502,79707,11/22/2017,09:39:46 26 Oct 2018,736654.0
1176,Donald Trump,All polls,10/26/2018,11/20/2017,11/22/2017,Gallup,B,1500.0,a,0.1534219,0.0,38.0,55.0,39.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50504,79709,11/23/2017,09:39:46 26 Oct 2018,736655.0
1177,Donald Trump,All polls,10/26/2018,11/19/2017,11/23/2017,Ipsos,B+,1543.0,a,0.15576589999999998,0.0,36.6,58.9,37.058,57.63159,,T,http://polling.reuters.com/#poll/CP3_2/,50511,79719,11/28/2017,09:39:46 26 Oct 2018,736656.0
